x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x17,x18,x19
y,2000,41,z,n,n,F,M,n,p,n,p,0,m,42,V,a,n
y,4000,65,z,n,n,F,W,n,p,n,p,0,s,30,V,a,e
y,2000,41,z,n,n,F,M,n,p,n,p,0,s,2,V,a,h
y,2000,47,z,n,n,M,M,n,p,n,p,0,m,30,V,p,n
y,2000,46,z,n,n,M,M,n,p,n,p,0,m,72,P,a,n
y,1000,49,z,n,n,F,W,n,p,n,p,0,m,4,V,a,n
y,1000,45,z,n,n,F,D,n,p,n,p,0,s,72,V,a,n
y,3000,70,z,n,n,M,M,n,p,n,p,0,s,52,K,a,n
y,1000,42,z,n,n,F,M,n,p,n,p,0,m,26,V,a,n
y,3000,57,z,n,n,M,M,n,p,n,p,0,m,44,S,a,n
y,4000,62,z,n,n,M,M,n,p,n,p,0,m,12,P,a,n
y,4000,49,z,n,n,F,W,n,p,n,p,0,s,72,V,a,e
y,3000,65,z,n,n,F,S,y,p,n,p,0,s,6,J,a,n
y,1000,45,z,n,n,M,M,n,p,n,p,0,m,56,V,a,n
y,2000,53,z,n,n,M,M,n,p,n,p,0,m,12,V,a,n
y,3000,45,z,n,n,F,W,n,p,n,p,0,s,14,J,a,n
y,2000,46,z,n,n,F,M,n,p,n,p,0,m,26,V,a,n
y,4000,41,z,n,n,F,D,n,p,n,p,0,s,18,P,a,n
y,2000,48,z,n,n,M,M,n,p,n,p,0,m,38,V,v,n
y,2000,41,z,n,n,M,M,n,p,n,p,0,m,70,S,a,n
y,2000,46,z,n,n,F,M,y,p,n,p,0,m,72,V,a,n
y,1000,44,z,n,n,M,M,n,p,n,p,0,m,6,V,a,n
y,2000,62,z,n,n,M,S,n,p,n,p,0,m,2,V,a,n
y,3000,56,z,n,n,F,W,n,p,n,p,0,s,44,V,a,n
y,2000,44,z,n,n,F,M,n,p,n,p,0,m,4,V,a,n
y,1000,62,z,n,n,F,S,n,p,n,p,0,s,68,V,a,n
y,2000,45,z,n,n,M,M,n,p,n,p,0,m,32,V,a,n
y,3000,47,z,n,n,M,M,n,p,n,p,0,m,30,P,a,n
y,1000,66,z,n,n,F,W,n,p,n,p,0,s,70,V,a,n
y,1000,55,z,n,n,M,M,y,p,n,p,0,m,36,G,a,n
y,4000,46,z,n,n,F,M,n,p,n,p,0,m,48,S,a,s
y,1000,45,z,n,n,F,M,n,p,n,p,0,m,30,J,a,e
y,4000,54,z,n,n,M,M,n,p,n,p,0,m,14,S,p,n
y,3000,65,z,n,n,F,W,n,p,n,p,0,s,50,J,a,n
y,3000,51,z,n,n,M,M,n,p,n,p,0,m,6,S,p,n
y,4000,54,z,n,n,F,W,n,p,n,p,0,s,4,V,a,e
y,2000,46,z,n,n,F,M,y,p,n,p,0,m,70,V,a,n
y,2000,57,z,n,n,F,M,n,p,n,p,0,s,14,V,a,n
y,3000,60,z,n,n,M,M,n,p,n,p,0,m,22,V,a,n
y,3000,45,z,n,n,F,M,n,p,n,p,0,m,70,J,a,e
y,3000,52,z,n,n,M,M,y,p,n,p,0,m,54,V,a,n
y,2000,52,z,n,n,F,M,n,p,n,p,0,m,4,P,a,n
y,3000,48,z,n,n,F,W,n,p,n,p,0,s,44,G,a,e
y,4000,50,z,n,n,M,M,y,p,n,p,0,m,58,V,p,n
y,2000,46,z,n,n,M,M,n,p,n,p,0,m,34,V,p,n
y,1000,49,z,n,y,M,M,n,p,n,p,0,m,24,V,p,n
y,3000,58,z,n,n,F,M,y,p,n,p,0,s,6,P,a,n
y,2000,58,z,n,n,F,D,n,p,n,p,0,s,12,V,a,n
y,4000,47,z,n,n,M,M,n,p,n,p,0,s,22,V,a,n
y,3000,52,z,n,n,F,W,n,p,n,p,0,m,70,S,a,n
y,2000,47,z,n,n,M,D,n,p,n,p,0,s,70,V,a,e
y,4000,47,z,n,n,M,M,n,p,n,p,0,m,26,V,p,n
y,3000,48,z,n,n,M,M,n,p,n,p,0,m,22,V,p,n
y,2000,46,z,n,n,M,M,n,p,n,p,0,m,12,D,p,n
y,3000,50,z,n,n,M,M,n,p,n,p,0,m,2,V,a,n
y,4000,51,z,n,n,F,W,n,p,n,p,0,s,14,V,a,n
y,1000,46,z,n,n,M,W,n,p,n,p,0,m,44,W,a,n
y,5000,65,z,n,n,M,W,n,p,n,p,0,s,72,L,a,n
y,5000,47,z,n,n,M,M,n,p,n,p,0,m,40,J,a,n
y,5000,56,z,n,n,M,M,n,p,n,p,0,m,70,P,a,n
y,5000,45,z,n,n,F,M,n,p,n,p,0,m,0,H,a,n
y,5000,55,z,n,n,F,W,y,p,n,p,0,s,40,V,a,n
y,5000,58,z,n,n,F,D,n,p,n,p,0,s,14,V,a,e
y,5000,48,z,n,n,M,W,n,p,n,p,0,s,14,V,a,n
y,5000,47,z,n,n,M,M,n,p,n,p,0,m,70,S,a,n
y,5000,54,z,n,n,M,M,n,p,n,p,0,m,40,V,a,n
y,1000,32,z,n,n,M,M,n,p,n,b,0,m,26,D,a,n
y,2000,28,z,n,n,F,D,n,p,n,c,4,s,4,D,a,n
y,1000,39,z,n,n,F,M,n,p,n,c,34,m,54,V,a,n
y,3000,27,z,n,n,F,S,n,p,n,c,2,s,6,V,a,n
y,4000,25,z,n,n,F,S,n,p,n,c,24,s,24,K,a,n
y,3000,37,z,n,n,M,M,n,o,n,c,10,m,72,G,p,n
y,2000,34,z,n,n,M,M,n,p,n,c,10,m,44,V,a,n
y,3000,30,z,n,n,F,M,n,p,n,c,10,m,4,J,a,e
y,1000,29,z,n,n,M,M,n,p,n,c,8,m,8,V,p,n
y,4000,20,z,n,n,F,M,n,p,n,c,40,s,14,S,a,n
y,3000,21,z,n,n,M,M,n,p,n,c,70,m,22,W,a,n
y,2000,24,z,n,n,F,M,n,p,n,c,22,m,18,V,p,n
y,2000,22,z,n,n,M,M,n,p,n,c,6,m,12,V,p,n
y,4000,22,z,n,n,M,M,n,p,n,c,20,s,22,V,p,n
y,5000,20,z,n,n,M,M,n,p,n,c,34,m,8,V,p,n
y,5000,24,z,n,n,M,M,n,p,n,c,24,m,36,V,a,n
y,3000,36,z,n,n,M,M,n,p,n,p,0,m,18,J,a,e
y,3000,39,z,n,n,M,M,n,p,n,p,0,m,50,V,a,e
y,4000,39,z,n,n,M,M,n,p,n,p,0,m,14,V,a,n
y,1000,39,z,n,n,F,S,n,p,n,p,0,s,4,P,a,n
y,4000,28,z,n,n,F,M,n,p,n,p,0,m,56,K,a,n
y,3000,27,z,n,n,F,M,n,p,n,p,0,m,64,J,a,n
y,4000,25,z,n,n,M,M,n,o,n,p,0,m,2,V,v,n
y,3000,36,z,n,n,M,M,n,p,n,p,0,m,44,V,a,n
y,1000,34,z,n,n,M,M,n,p,n,p,0,m,66,V,a,n
y,3000,34,z,n,n,M,S,n,p,n,p,0,s,12,P,a,n
y,1000,21,z,n,n,M,M,n,p,n,p,0,m,4,V,a,n
y,2000,23,z,n,n,M,M,n,p,n,p,0,m,26,K,a,n
y,2000,23,z,n,n,F,S,n,p,n,p,0,s,40,V,a,n
y,2000,36,z,n,n,F,D,n,p,n,p,0,m,30,J,a,n
y,4000,26,z,n,n,M,M,n,p,n,p,0,m,28,L,a,n
y,2000,34,z,n,n,F,M,n,p,n,p,0,m,6,V,a,e
y,3000,29,z,n,n,F,D,n,p,n,p,0,m,10,S,a,n
y,3000,39,z,n,n,M,W,n,p,n,p,0,m,30,J,p,n
y,2000,31,z,n,n,F,M,n,p,n,p,0,m,2,P,a,n
y,1000,32,z,n,n,M,M,n,p,n,p,0,m,38,V,v,n
y,4000,37,z,n,n,M,S,n,p,n,p,0,m,12,V,p,n
y,2000,38,z,n,n,M,M,n,p,n,p,0,m,14,V,a,n
y,3000,21,z,n,n,F,M,n,p,n,p,0,m,16,V,a,n
y,3000,23,z,n,n,F,M,n,p,n,p,0,m,22,V,a,n
y,3000,25,z,n,n,M,M,n,p,n,p,0,m,14,V,a,n
y,3000,21,z,n,n,M,M,n,p,n,p,0,m,4,P,a,n
y,1000,36,z,n,n,M,M,n,p,n,p,0,m,32,V,p,n
y,3000,37,z,n,n,M,M,n,p,n,p,0,m,12,V,p,n
y,4000,25,z,n,n,M,M,n,p,n,p,0,m,38,V,p,n
y,2000,22,z,n,n,F,M,n,p,n,p,0,m,36,V,a,n
y,1000,32,z,n,n,F,S,n,p,n,p,0,m,2,H,a,n
y,2000,34,z,n,n,M,M,y,p,n,p,0,m,24,J,a,n
y,1000,34,z,n,n,M,D,n,p,n,p,0,m,18,V,a,n
y,4000,34,z,n,n,M,M,n,p,n,p,0,m,22,V,a,e
y,4000,33,z,n,n,M,M,n,p,n,p,0,m,64,V,a,h
y,4000,24,z,n,n,M,D,n,p,n,p,0,m,14,W,a,n
y,2000,39,z,n,n,M,M,n,p,n,p,0,m,46,P,p,n
y,5000,37,z,n,n,F,M,n,p,n,p,0,m,20,J,a,n
y,5000,28,z,n,n,F,M,n,p,n,p,0,m,48,K,a,n
y,2000,12,z,n,n,M,M,n,p,n,b,0,m,24,J,a,n
y,2000,12,z,n,y,M,M,n,p,n,b,0,m,14,Q,a,n
y,4000,14,z,n,n,M,M,n,p,n,c,4,m,56,V,a,n
y,2000,14,z,n,n,F,M,n,p,n,c,4,m,20,V,a,n
y,1000,14,z,n,n,F,M,n,p,n,c,2,m,18,S,a,n
y,3000,18,z,n,n,M,M,n,p,n,c,54,m,32,V,p,n
y,5000,18,z,n,n,F,M,n,p,n,c,40,m,16,V,a,n
y,5000,18,z,n,n,F,M,n,p,n,c,34,m,22,D,a,n
y,2000,19,z,n,n,M,S,n,p,n,p,0,m,4,D,a,n
y,1000,15,z,n,n,F,M,n,p,n,p,0,m,12,W,a,n
y,4000,14,z,n,n,F,M,n,p,n,p,0,m,4,D,a,n
y,1000,12,z,n,n,F,M,n,p,n,p,0,m,2,V,a,n
y,4000,17,z,n,n,F,M,n,p,n,p,0,m,52,V,a,n
y,1000,19,z,n,n,M,M,n,p,n,p,0,s,4,V,p,n
y,1000,17,z,n,n,M,S,n,p,n,p,0,m,10,V,a,n
y,3000,11,z,n,n,F,M,n,p,n,p,0,m,4,J,a,n
y,2000,14,z,n,n,M,S,n,p,n,p,0,m,10,J,p,n
y,2000,14,z,n,n,F,S,n,p,n,p,0,m,12,V,a,n
y,2000,14,z,n,n,M,S,n,p,n,p,0,m,20,V,p,n
y,2000,14,z,n,n,M,M,n,p,n,p,0,m,22,V,a,e
y,2000,19,z,n,n,M,S,n,p,n,p,0,m,6,V,a,n
y,1000,13,z,n,n,F,M,n,p,n,p,0,m,26,K,a,n
y,3000,16,z,n,n,M,M,n,p,n,p,0,m,28,M,v,n
y,4000,15,z,n,n,M,M,n,p,n,p,0,m,12,V,p,n
y,2000,14,z,n,n,M,S,n,p,n,p,0,m,28,V,a,n
y,4000,18,z,n,n,M,S,n,p,n,p,0,m,22,V,p,n
y,5000,19,z,n,n,M,M,n,p,n,p,0,m,32,V,p,n
y,5000,13,z,n,n,F,S,n,p,n,p,0,s,0,V,a,i
y,4000,49,z,n,n,M,M,n,p,y,p,0,m,4,J,a,n
y,3000,41,z,n,n,F,M,n,p,y,p,0,m,72,V,a,n
y,2000,48,z,n,n,F,W,n,p,y,p,0,s,70,V,a,n
y,4000,44,z,n,y,M,S,n,p,y,p,0,m,0,V,a,e
y,2000,45,z,n,n,F,M,n,p,y,p,0,s,20,P,a,n
y,4000,54,z,n,n,F,M,n,p,y,p,0,m,0,V,a,n
y,4000,51,z,n,n,F,M,n,p,y,p,0,m,6,V,a,n
y,4000,47,z,n,n,F,M,n,p,y,p,0,m,24,V,a,n
y,1000,48,z,n,n,F,W,n,p,y,p,0,m,12,V,a,n
y,2000,69,z,n,n,F,W,n,p,y,p,0,s,62,V,a,n
y,2000,52,z,n,n,M,M,n,p,y,p,0,m,66,V,a,n
y,3000,33,z,n,n,F,M,n,p,y,b,0,m,6,J,a,e
y,3000,35,z,n,n,M,M,n,p,y,c,10,m,4,V,a,n
y,4000,31,z,n,n,M,M,n,p,y,c,70,m,14,J,a,n
y,5000,25,z,n,n,M,M,n,p,y,c,10,m,0,V,a,n
y,2000,36,z,n,n,F,M,n,p,y,p,0,m,36,D,a,n
y,3000,36,z,n,n,M,M,n,p,y,p,0,s,4,V,a,n
y,3000,30,z,n,n,F,M,n,p,y,p,0,m,22,V,a,n
y,1000,20,z,n,n,F,W,n,p,y,p,0,m,10,V,a,n
y,5000,20,z,n,n,F,M,n,p,y,p,0,s,6,V,v,n
y,5000,16,z,n,n,M,M,n,p,y,b,0,m,4,V,v,n
y,5000,11,z,n,n,M,M,n,p,y,c,20,s,4,W,a,n
y,2000,19,z,n,n,F,M,n,p,y,p,0,m,28,V,a,n
y,1000,43,z,n,n,F,M,n,p,n,b,0,s,1,W,a,e
y,5000,43,z,n,n,F,S,n,p,n,b,0,m,18,T,p,n
y,2000,48,z,n,n,M,S,n,p,n,c,6,s,2,V,a,n
y,1000,44,z,n,n,M,M,n,p,y,c,10,m,2,V,a,n
y,3000,47,z,n,n,M,M,n,p,n,c,0,s,0,V,a,e
y,2000,40,z,n,n,F,M,n,p,n,c,60,m,0,J,a,n
y,5000,41,z,n,n,M,M,n,p,n,c,24,m,5,S,a,n
y,5000,52,z,n,n,F,S,n,p,y,c,0,s,4,J,a,n
y,3000,47,z,n,n,F,M,n,p,n,c,40,m,9,J,a,n
y,5000,50,z,n,n,M,S,n,p,n,c,4,m,17,V,p,n
y,5000,50,z,n,n,F,M,n,p,n,c,0,s,4,S,a,n
y,1000,46,z,n,n,F,M,n,p,n,c,0,m,12,V,a,n
y,3000,60,z,n,n,F,S,n,p,n,c,50,s,18,V,a,n
y,1000,53,z,n,n,M,S,n,p,n,c,0,m,31,V,a,n
y,4000,60,z,n,n,M,M,n,p,y,c,2,m,12,V,p,n
y,2000,41,z,n,n,M,M,n,p,n,c,2,s,15,V,p,n
y,4000,42,z,n,n,M,S,n,p,n,c,20,s,4,K,p,n
y,5000,42,z,n,n,F,S,n,p,n,c,4,m,10,K,a,n
y,5000,49,z,n,n,M,S,n,p,n,c,0,s,17,V,a,n
y,3000,46,z,n,n,F,M,n,p,y,c,0,m,20,P,a,n
y,4000,42,z,n,n,M,M,n,p,n,c,0,m,15,G,a,n
y,3000,57,z,n,n,M,S,n,p,n,c,0,m,16,V,a,n
y,3000,48,z,n,n,M,M,n,p,n,c,16,m,6,J,a,n
y,5000,47,z,n,n,M,M,n,p,n,c,4,s,7,V,a,n
y,3000,40,z,n,n,M,S,n,p,n,c,0,m,12,S,a,e
y,5000,41,z,n,n,M,M,n,p,y,c,0,s,10,V,a,i
y,4000,62,z,n,n,M,M,n,p,n,c,0,m,18,V,p,n
y,4000,40,z,n,n,M,S,n,p,n,c,0,s,10,V,a,n
y,5000,52,z,n,n,F,M,n,p,n,c,2,m,65,V,a,e
y,1000,45,z,n,n,F,S,n,p,n,c,0,s,36,J,a,n
y,4000,40,z,n,n,F,M,n,p,y,c,0,m,25,V,a,n
y,1000,56,z,n,n,M,S,n,p,n,c,0,m,70,J,a,s
y,3000,53,z,n,n,M,S,n,p,n,c,20,m,28,V,a,h
y,5000,53,z,n,n,M,S,n,p,n,c,0,s,10,J,v,n
y,5000,50,z,n,n,F,M,n,p,n,c,0,m,7,V,a,n
y,4000,59,z,n,n,F,M,n,p,n,c,0,s,8,V,a,n
y,1000,46,z,n,n,F,M,n,p,n,c,60,s,17,P,a,n
y,4000,49,z,n,n,F,S,n,p,y,p,0,m,21,V,a,n
y,4000,31,z,n,n,F,W,n,p,n,b,0,m,13,W,p,n
y,3000,26,z,n,n,M,M,n,p,n,b,0,m,16,J,a,n
y,5000,36,z,n,n,F,M,n,p,n,c,0,s,2,P,p,n
y,5000,20,z,n,n,F,D,n,p,y,c,0,m,1,V,a,n
y,3000,29,z,n,n,F,W,n,p,n,c,2,m,1,J,v,n
y,5000,30,z,n,n,M,S,n,p,n,c,0,m,2,B,a,n
y,1000,21,z,n,n,F,M,n,p,n,c,100,m,3,G,a,e
y,2000,33,z,n,n,M,D,n,p,n,c,12,m,3,G,a,n
y,1000,37,z,n,y,F,W,n,p,n,c,28,s,3,T,a,n
y,4000,21,z,n,n,M,M,n,p,n,c,2,m,49,P,a,n
y,5000,32,z,n,n,F,D,n,p,y,c,0,s,13,J,a,n
y,5000,36,z,n,n,M,M,n,p,n,c,0,m,6,V,p,n
y,5000,20,z,n,n,M,M,n,p,n,c,0,m,20,X,a,e
y,3000,22,z,n,n,M,M,n,p,n,c,0,m,13,V,a,e
y,4000,22,z,n,n,M,S,n,p,n,c,18,m,10,A,a,e
y,5000,26,z,n,n,M,S,n,p,n,c,0,m,6,J,a,e
y,3000,25,z,n,n,F,M,n,p,n,c,4,m,27,P,p,n
y,1000,29,z,n,n,M,M,n,p,n,c,4,m,30,V,a,n
y,4000,20,z,n,n,F,S,n,p,n,c,0,m,17,V,p,n
y,2000,22,z,n,n,F,M,n,p,n,c,0,m,63,W,a,e
y,5000,32,z,n,n,M,M,n,p,n,c,0,s,8,T,a,e
y,3000,21,z,n,n,F,S,n,p,n,c,20,m,26,S,a,n
y,4000,29,z,n,n,M,M,n,p,n,c,6,m,8,V,a,i
y,1000,36,z,n,n,F,S,n,p,n,c,0,m,15,J,a,s
y,5000,22,z,n,n,F,S,n,p,y,c,0,m,7,W,a,n
y,2000,24,z,n,n,F,M,n,p,n,c,14,m,26,J,a,n
y,5000,28,z,n,n,M,M,n,p,n,c,6,m,25,V,a,n
y,2000,30,z,n,n,F,M,n,p,n,c,0,m,26,V,a,n
y,1000,30,z,n,n,M,S,n,p,n,c,36,m,23,X,p,n
y,3000,30,z,n,n,F,W,n,p,y,c,30,m,23,G,a,n
y,3000,23,z,n,n,F,W,n,p,n,c,0,m,23,J,p,n
y,5000,23,z,n,n,F,S,n,p,n,c,6,m,32,J,a,n
y,1000,27,z,n,n,M,S,n,p,n,c,4,m,12,J,a,n
y,2000,28,z,n,n,M,M,n,p,y,c,0,m,5,V,a,n
y,3000,28,z,n,n,M,M,n,p,y,c,0,s,14,W,a,n
y,4000,28,z,n,n,M,S,n,p,n,c,2,m,12,V,p,n
y,4000,32,z,n,n,M,S,n,p,n,c,0,m,33,P,p,n
y,5000,20,z,n,n,M,M,n,p,n,c,0,s,9,P,a,n
y,5000,26,z,n,n,M,M,n,p,y,c,0,s,6,V,a,n
y,4000,37,z,n,n,F,S,n,p,n,c,0,s,5,J,a,n
y,5000,28,z,n,n,M,M,n,p,y,c,0,m,31,V,a,n
y,1000,27,z,n,n,F,M,n,p,y,c,0,m,18,M,p,n
y,1000,37,z,n,n,F,M,n,p,n,c,0,m,20,V,p,n
y,5000,25,z,n,n,M,M,n,p,n,c,4,m,5,T,a,n
y,1000,35,z,n,n,F,M,n,p,n,c,0,m,22,V,a,n
y,2000,25,z,n,n,F,M,n,p,y,c,0,m,8,V,a,n
y,5000,36,z,n,n,M,S,n,p,n,c,0,s,9,J,a,e
y,5000,38,z,n,n,M,M,n,p,n,c,0,m,27,P,a,n
y,5000,20,z,n,n,F,M,n,p,n,c,4,s,36,V,a,e
y,3000,25,z,n,n,F,M,n,p,n,c,8,s,13,S,a,e
y,3000,30,z,n,n,F,S,n,p,y,c,36,s,14,K,a,n
y,1000,25,z,n,n,M,S,n,o,n,c,80,m,4,T,a,e
y,5000,22,z,n,n,M,S,n,p,n,c,50,m,22,V,a,n
y,3000,29,z,n,n,F,M,n,p,n,c,0,s,44,J,a,n
y,5000,36,z,n,n,M,M,n,p,n,c,0,m,32,G,a,n
y,5000,29,z,n,n,F,W,n,p,n,c,120,m,6,J,p,n
y,5000,36,z,n,n,M,M,y,p,y,c,0,s,4,P,a,n
y,4000,26,z,n,n,M,M,n,p,n,c,24,s,47,V,a,n
y,3000,28,z,n,n,F,M,n,p,n,c,20,m,27,S,a,n
y,3000,38,z,n,n,M,M,n,p,n,c,0,m,14,V,a,n
y,2000,32,z,n,n,F,M,n,p,n,c,20,m,10,P,a,n
y,5000,38,z,n,n,M,S,n,p,n,c,18,s,13,V,a,n
y,5000,34,z,n,n,M,M,n,p,n,c,0,s,19,V,a,e
y,3000,30,z,n,n,F,S,n,p,y,c,0,m,33,Q,a,n
y,3000,29,z,n,n,M,S,n,p,n,c,0,m,12,V,a,n
y,5000,25,z,n,n,F,M,n,p,n,c,18,m,14,P,p,n
y,5000,30,z,n,n,M,M,n,p,n,c,0,m,15,G,p,n
y,1000,26,z,n,n,F,M,n,p,n,c,0,m,5,J,a,n
y,5000,22,z,n,n,M,M,n,p,y,c,0,m,4,V,a,e
y,3000,24,z,n,n,M,S,n,p,n,c,0,s,46,P,p,n
y,2000,30,z,n,n,F,M,n,p,n,c,0,m,25,S,p,n
y,1000,21,z,n,n,F,S,n,p,n,c,0,m,11,V,a,n
y,4000,21,z,n,n,F,S,n,p,n,c,8,s,5,T,a,n
y,2000,34,z,n,n,F,M,n,p,n,c,0,s,7,X,a,e
y,2000,36,z,n,n,F,M,n,p,n,c,24,s,11,V,a,n
y,2000,37,z,n,y,M,M,n,p,n,c,0,s,13,J,a,n
y,4000,33,z,n,n,F,M,n,p,n,c,0,s,9,K,a,n
y,3000,23,z,n,n,M,S,n,p,n,c,0,m,6,G,a,n
y,5000,11,z,n,n,M,M,n,p,n,b,0,m,25,V,p,n
y,1000,16,z,n,y,F,S,n,p,n,b,0,m,10,V,p,n
y,5000,15,z,n,n,M,S,n,p,n,c,6,m,3,V,a,e
y,2000,15,z,n,n,F,S,n,p,n,c,0,s,3,W,a,e
y,5000,13,z,n,n,F,M,n,p,n,c,0,s,3,K,a,e
y,5000,10,z,n,n,M,S,n,p,n,c,80,m,52,J,a,e
y,5000,12,z,n,n,F,M,n,p,n,c,4,m,16,V,a,n
y,5000,13,z,n,n,F,M,n,p,n,c,0,s,10,P,a,n
y,5000,19,z,n,n,F,M,n,p,n,c,0,m,13,V,a,h
y,3000,11,z,n,n,F,M,n,p,n,c,0,m,21,V,a,n
y,5000,16,z,n,n,F,M,n,p,y,c,20,m,17,G,a,n
y,5000,14,z,n,n,F,M,n,p,n,c,0,m,6,V,a,e
y,2000,14,z,n,n,M,S,n,p,n,c,20,m,6,V,a,n
y,4000,13,z,n,n,M,S,n,p,n,c,0,m,8,A,a,n
y,5000,17,z,n,n,M,M,n,p,n,c,0,m,6,J,a,n
y,4000,19,z,n,n,M,S,n,p,n,c,4,m,18,V,a,h
y,4000,16,z,n,n,M,M,n,p,n,c,0,s,8,V,a,e
y,5000,18,z,n,n,M,M,n,p,n,c,0,m,8,S,a,e
y,5000,12,z,n,n,M,M,n,p,n,c,10,m,34,P,p,n
y,5000,19,z,n,n,F,M,n,p,n,c,0,m,43,T,a,n
y,5000,17,z,n,n,F,M,n,p,n,c,0,m,19,V,a,n
y,1000,15,z,n,n,F,M,n,p,n,c,30,m,34,S,a,n
y,4000,10,z,n,n,M,M,n,p,n,c,96,m,28,V,a,n
y,4000,16,z,n,n,F,M,n,p,n,c,0,m,4,V,a,n
y,5000,10,z,n,y,F,M,n,p,n,c,0,s,20,V,a,n
y,1000,18,z,n,n,F,M,n,p,n,c,100,m,10,J,a,e
y,5000,14,z,n,n,F,S,n,p,n,c,4,m,6,J,a,e
y,5000,14,z,n,n,F,W,n,p,n,c,0,s,4,J,a,n
y,1000,10,z,n,n,M,S,n,p,n,c,4,m,15,S,a,n
y,3000,19,z,n,n,F,M,n,p,n,c,0,s,14,J,a,n
y,5000,14,z,n,n,F,M,n,p,n,c,0,s,57,S,a,n
y,5000,12,z,n,n,M,M,n,p,n,c,16,m,12,V,a,n
y,3000,12,z,n,n,F,M,n,p,n,c,0,s,10,G,a,n
y,5000,16,z,n,n,F,M,n,p,n,c,10,m,21,V,a,n
y,5000,10,z,n,n,F,M,y,p,n,c,2,s,25,V,a,s
y,5000,10,z,n,n,M,S,n,p,n,c,0,s,14,J,a,n
y,5000,15,z,n,n,F,M,n,p,n,c,28,s,8,V,a,n
y,3000,18,z,n,n,F,S,n,p,n,c,0,m,49,J,p,n
y,2000,18,z,n,n,F,M,n,p,n,c,24,m,47,V,a,n
y,4000,16,z,n,n,M,M,n,p,n,c,0,m,16,V,a,n
y,5000,19,z,n,n,F,S,n,p,n,c,12,m,14,V,a,n
y,1000,43,z,n,n,M,M,n,p,n,c,10,m,13,V,p,n
y,5000,40,z,n,n,M,M,n,p,n,c,14,m,22,J,a,h
y,1000,43,z,n,n,M,M,n,p,n,c,8,m,1,V,v,n
y,5000,41,z,n,n,M,M,n,p,n,c,8,m,49,J,p,n
y,1000,43,z,n,n,M,S,n,p,n,c,20,s,46,V,p,n
y,1000,43,z,n,n,F,W,n,p,n,c,8,m,3,V,a,e
y,1000,40,z,n,n,M,S,n,p,n,c,12,m,21,P,a,n
y,1000,40,z,n,n,M,M,n,p,n,c,2,m,15,V,p,n
y,1000,41,z,n,n,M,M,n,p,n,c,2,m,14,J,p,n
y,1000,46,z,n,n,F,M,n,p,n,c,18,m,5,J,p,n
y,1000,46,z,n,n,M,M,n,p,n,c,20,m,25,V,p,e
y,1000,48,z,n,n,M,M,n,p,n,c,12,m,4,V,a,n
y,1000,47,z,n,n,F,S,n,p,n,c,16,s,16,V,a,e
y,1000,46,z,n,n,M,S,n,p,n,c,10,m,13,J,a,n
y,1000,48,z,n,n,F,M,n,p,n,c,12,m,3,J,v,n
y,1000,47,z,n,n,M,M,n,p,n,c,30,m,9,P,a,n
y,1000,49,z,n,n,M,M,n,p,n,c,40,m,18,V,p,n
y,1000,44,z,n,n,M,M,n,p,n,c,6,m,42,J,p,n
y,1000,45,z,n,n,M,M,n,p,n,c,4,m,11,X,a,n
y,5000,52,z,n,n,F,W,n,p,n,c,6,s,5,J,a,n
y,1000,53,z,n,n,M,M,n,p,n,c,6,m,48,P,a,n
y,1000,48,z,n,n,F,W,n,p,n,c,4,m,9,W,a,n
y,1000,44,z,n,n,M,W,n,p,n,c,4,m,6,V,p,n
y,1000,58,z,n,n,M,M,n,p,n,c,20,m,48,V,a,n
y,1000,54,z,n,n,F,M,n,p,n,c,14,m,3,V,a,n
y,1000,59,z,n,n,M,M,n,p,n,c,2,m,8,V,a,n
y,1000,56,z,n,n,M,W,n,p,n,c,4,m,6,K,a,n
y,1000,59,z,n,n,F,W,n,p,n,c,6,s,15,V,a,n
y,1000,42,z,n,n,M,M,n,p,n,p,0,m,32,V,a,n
y,1000,40,z,n,n,F,W,n,p,n,p,0,s,11,V,a,n
y,4000,42,z,n,n,M,M,n,p,n,p,0,m,36,V,a,n
y,1000,43,z,n,n,F,W,n,p,n,p,0,s,11,P,a,n
y,5000,44,z,n,n,M,M,n,p,n,p,0,m,7,T,a,h
y,1000,40,z,n,n,F,M,n,p,n,p,0,m,21,P,a,n
y,1000,41,z,n,n,F,M,n,p,n,p,0,m,7,V,p,n
y,1000,41,z,n,n,F,W,n,p,n,p,0,s,36,V,a,n
y,1000,43,z,n,n,F,D,n,p,n,p,0,s,2,X,a,e
y,1000,43,z,n,n,F,M,n,p,n,p,0,m,29,S,a,n
y,5000,43,z,n,y,M,M,n,p,n,p,0,m,1,J,a,n
y,5000,54,z,n,n,M,M,n,p,n,p,0,m,4,V,p,n
y,1000,51,z,n,n,F,D,n,p,n,p,0,s,29,V,a,n
y,2000,49,z,n,n,F,S,n,p,n,p,0,m,18,V,a,n
y,5000,51,z,n,n,F,M,n,p,n,p,0,m,2,S,a,n
y,1000,46,z,n,n,F,M,n,p,n,p,0,m,11,V,a,n
y,5000,51,z,n,n,M,W,n,p,n,p,0,m,14,V,a,n
y,1000,51,z,n,n,F,S,n,p,n,p,0,s,28,V,a,n
y,5000,48,z,n,n,F,M,y,p,n,p,0,m,16,V,a,n
